name,school,nces_id,district,category,posting_type,salary_link,city,address,zip,grades,school_type,student_count,school_type2
Central Elementary School PE Teacher for the 25-26 SY,Central Elementary,470255000906,Macon County,Health & Physical Education,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Lafayette,905 Sycamore St,37083,"['2', '3']",Public,450.0,['Elementary']
Macon County Junior High School 7th Grade ELA Teacher for the 25-26 SY,Macon County Junior High School,470255000910,Macon County,Language Arts,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Lafayette,1003 Hwy 52 By Pass East,37083,"['6', '7', '8']",Public,771.0,['Middle']
Red Boiling Springs Junior High School  ELA Teacher for the 25-26 SY,Red Boiling Springs School,470255000912,Macon County,Language Arts,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Red Boiling Spg,415 Hillcrest Dr,37150,"['10', '11', '12', '6', '7', '8', '9']",Public,334.0,"['Middle', 'High']"
MRIS 5th Grade Mathematics Teaching Position,Montgomery Ridge Intermediate School,470270001242,Maryville,Mathematics,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']"
MRIS 5th Grade English Language Arts Teaching Position,Montgomery Ridge Intermediate School,470270001242,Maryville,Language Arts,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']"
MRIS 4th Grade Mathematics Teaching Position,Montgomery Ridge Intermediate School,470270001242,Maryville,Mathematics,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']"
"MRIS Band Position, Grades 4-7",Montgomery Ridge Intermediate School,470270001242,Maryville,Music: Instrumental/general,School,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,Maryville,835 Montgomery Ln,37803,"['4', '5', '6', '7']",Public,862.0,"['Elementary', 'Middle']"
25/26 School Year: Title I Facilitator,Highland Park Elementary,470276000970,Maury County,Reading/Literacy,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,1606 Highland Ave,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,291.0,['Elementary']
25/26 School Year: Interim Elementary School Teacher,J E Woody Elementary,470276000976,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Mt Pleasant,600 North Locust St,38474,"['1', '2', '3', '4', 'KG', 'PK']",Public,550.0,['Elementary']
25/26 School Year: Special Education Teacher (CDC),Spring Hill Elementary,470276000980,Maury County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,5359 S Main St,37174,"['1', '2', '3', '4', 'KG', 'PK']",Public,428.0,['Elementary']
TEACHER - CHEMISTRY,Milan High School,470297001189,Milan,Science,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High']
TEACHER - ENGLISH,Milan High School,470297001189,Milan,Language Arts,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High']
TEACHER - MHS Teacher,Milan High School,470297001189,Milan,Other,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High']
TEACHER - MATH,Milan High School,470297001189,Milan,Mathematics,School,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,Milan,7060 Van Hook Street East,38358,"['10', '11', '12', '9']",Public,521.0,['High']
High School Teacher- All 7-12 Endorsements considered,Central High School,470309001227,Morgan County,Language Arts,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High']
HS Mathematics Teacher,Central High School,470309001227,Morgan County,Mathematics,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High']
High School Girls Basketball Coach/Full-Time High School Teacher- All endorsements considered,Central High School,470309001227,Morgan County,Language Arts,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High']
HS Foreign Language Teacher- French,Central High School,470309001227,Morgan County,Foreign Language: French,School,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,Wartburg,1119 Knoxville Hwy,37887,"['10', '11', '12', '9']",Public,376.0,['High']
SPED Integrated Pre-K Teacher at Erma Siegel,Erma Siegel Elementary,470315000966,Murfreesboro,Special Education (Comprehensive),School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,135 W Thompson Ln,37129,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,847.0,['Elementary']
4th Grade Teacher at Overall Creek (25-26),Overall Creek Elementary,470315002426,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,429 Otter TRL,37128,"['1', '2', '3', '4', '5', '6', 'KG']",Public,964.0,['Elementary']
5th Grade Teacher at Overall Creek 25-26),Overall Creek Elementary,470315002426,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,429 Otter TRL,37128,"['1', '2', '3', '4', '5', '6', 'KG']",Public,964.0,['Elementary']
4th Grade ELA Teacher at Salem (25-26),Salem Elementary School,470315002591,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,3275 St. Bernard Dr,37128,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,968.0,['Elementary']
Teacher PreK Blended (2025-2026) - (25002028),,,Metro Nashville Public Schools,Early Childhood,District,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,,,,,,,
Teacher PreK (2025-2026) - (25001834),Ross Early Learning Center,470318002386,Metro Nashville Public Schools,Early Childhood,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,601 McFerrin Ave,37206,['PK'],Public,230.0,[]
Teacher PreK Blended Pool 2024-25 - (24006448),,,Metro Nashville Public Schools,Early Childhood,District,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,,,,,,,
Teacher PreK (2025-2026) - (25001641),Cambridge Early Learning Center,470318002558,Metro Nashville Public Schools,Early Childhood,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,2325 Hickory Highlands Drive,37013,['PK'],Public,132.0,[]
History Teacher/Coach at Obion County Central High School,Obion County Central High School,470327001406,Obion County,Social Studies,School,https://drive.google.com/file/d/14SGUeZTocc7zMOSlmPFbE4fWwnqB8kQ4/view,Troy,528 North Highway 51,38260,"['10', '11', '12', '9']",Public,745.0,['High']
Spanish Teacher at Obion County Central High School,Obion County Central High School,470327001406,Obion County,Foreign Language: Spanish,School,https://drive.google.com/file/d/14SGUeZTocc7zMOSlmPFbE4fWwnqB8kQ4/view,Troy,528 North Highway 51,38260,"['10', '11', '12', '9']",Public,745.0,['High']
Special Education Teachers,,,Obion County,Special Education (General),District,https://drive.google.com/file/d/14SGUeZTocc7zMOSlmPFbE4fWwnqB8kQ4/view,,,,,,,
Teacher Positions for the 2025-2026 School Year,,,Obion County,Other,District,https://drive.google.com/file/d/14SGUeZTocc7zMOSlmPFbE4fWwnqB8kQ4/view,,,,,,,
PreK Teacher,,,Obion County,Early Childhood,District,https://drive.google.com/file/d/14SGUeZTocc7zMOSlmPFbE4fWwnqB8kQ4/view,,,,,,,
Middle School English Language Arts Teacher at Black Oak,Black Oak Elementary,470327001964,Obion County,Language Arts,School,https://drive.google.com/file/d/14SGUeZTocc7zMOSlmPFbE4fWwnqB8kQ4/view,Hornbeak,365 North Shawtown Rd,38232,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,240.0,"['Elementary', 'Middle']"
SPED Teacher CDC,Hillcrest Elementary,470327001976,Obion County,Special Education (Comprehensive),School,https://drive.google.com/file/d/14SGUeZTocc7zMOSlmPFbE4fWwnqB8kQ4/view,Troy,605 South Main St,38260,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,559.0,"['Elementary', 'Middle']"
ELEMENTARY TEACHERS - SPED RESOURCE TEACHER,,,Putnam County,Special Education (General),District,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,,,,,,,
SECONDARY TEACHERS - JUNIOR ROTC,Cookeville High School,470348001457,Putnam County,Career and Technical Education,School,https://drive.google.com/file/d/1XKsqvlVjU85UrEfV5wh_uusAWjPNbSGX/view,Cookeville,1 Cavalier Dr,38501,"['10', '11', '12', '9']",Public,2199.0,['High']
Teacher at Ridge View Elementary (25-26 School Year),Ridge View Elementary,470359001485,Roane County,Elementary/Multiple Subjects,School,https://www.roaneschools.com/page/salary-tables,Rockwood,625 Pumphouse Rd,37854,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,594.0,['Elementary']
Pre-K Teacher (Mid-East Community Action Agency),,,Roane County,Early Childhood,District,https://www.roaneschools.com/page/salary-tables,,,,,,,
Interim 3rd Grade Teacher at Ridge View Elementary (April 28-May 23),Ridge View Elementary,470359001485,Roane County,Elementary/Multiple Subjects,School,https://www.roaneschools.com/page/salary-tables,Rockwood,625 Pumphouse Rd,37854,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,594.0,['Elementary']
Marketing Teacher at Roane County High (25-26 School Year),Roane County High School,470359001486,Roane County,Business & Marketing,School,https://www.roaneschools.com/page/salary-tables,Kingston,540 W. Cumberland St,37763,"['10', '11', '12', '9']",Public,652.0,['High']
Biology Teacher at Roane County High,Roane County High School,470359001486,Roane County,Science,School,https://www.roaneschools.com/page/salary-tables,Kingston,540 W. Cumberland St,37763,"['10', '11', '12', '9']",Public,652.0,['High']
Music Teacher at Rockwood High,Rockwood High School,470359001489,Roane County,Music: Instrumental/general,School,https://www.roaneschools.com/page/salary-tables,Rockwood,512 West Rockwood St,37854,"['10', '11', '12', '9']",Public,350.0,['High']
Art Teacher at Rockwood High (25-26 School Year),Rockwood High School,470359001489,Roane County,Visual Arts,School,https://www.roaneschools.com/page/salary-tables,Rockwood,512 West Rockwood St,37854,"['10', '11', '12', '9']",Public,350.0,['High']
2025-2026 Middle Grades Teacher,,,Sequatchie County,Other,District,,,,,,,,
2025-2026 High School Teacher,,,Sequatchie County,Other,District,,,,,,,,
"2025-2026 school year, Exceptional Learning Teacher SPED Middle Grades",Sequatchie County Middle School,470375001546,Sequatchie County,Special Education (Comprehensive),School,,Dunlap,7079 State Route 28,37327,"['5', '6', '7', '8']",Public,622.0,['Middle']
"2025-2026 school year, SPED CDC Teacher",,,Sequatchie County,Special Education (Comprehensive),District,,,,,,,,
CERT- ELEMENTARY SCHOOL TEACHER- 2ND GRADE 2025-2026 SY,Nannie Berry Elementary,470402001668,Sumner County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,138 Indian Lake Rd,37075,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,507.0,['Elementary']
CERT- MIDDLE SCHOOL TEACHER- 8TH GRADE SCIENCE 2025-2026 SY,Rucker Stewart Middle,470402001677,Sumner County,Science,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,350 Hancock St,37066,"['6', '7', '8']",Public,661.0,['Middle']
CLASS- UNITY INSTRUCTOR 2024-2025 SY,Rucker Stewart Middle,470402001677,Sumner County,Other,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,350 Hancock St,37066,"['6', '7', '8']",Public,661.0,['Middle']
CERT- ELL TEACHER 2025-2026 SY,Westmoreland Elementary,470402001682,Sumner County,English as a Second Language (ESL),School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Westmoreland,4178 Hawkins Dr,37186,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,525.0,['Elementary']
CCERT- SPECIAL EDUCATION TEACHER- RESOURCE 2025-2026 SY,Westmoreland High School,470402001683,Sumner County,Special Education (General),School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Westmoreland,4300 Hawkins Dr,37186,"['10', '11', '12', '9']",Public,526.0,['High']
CERT- HIGH SCHOOL TEACHER- TEACHING AS A PROFESSION AND PSYCHOLOGY 2025-2026 SY,Westmoreland High School,470402001683,Sumner County,Other,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Westmoreland,4300 Hawkins Dr,37186,"['10', '11', '12', '9']",Public,526.0,['High']
CERT- ELEMENTARY SCHOOL TEACHER- 3RD GRADE 2025-2026 SY,Watt Hardison Elementary,470402001865,Sumner County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Portland,300 Gibson St,37148,"['1', '2', '3', '4', '5', 'KG']",Public,445.0,['Elementary']
CERT- HIGH SCHOOL TEACHER- ENGLISH 2025-2026 SY,Beech Sr High School,470402001891,Sumner County,Language Arts,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,3126 Long Hollow Pike,37075,"['10', '11', '12', '9']",Public,1475.0,['High']
CERT- INTERIM CTE TEACHER- CRIMINAL JUSTICE 2024-2025 SY,Beech Sr High School,470402001891,Sumner County,Career and Technical Education,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Hendersonville,3126 Long Hollow Pike,37075,"['10', '11', '12', '9']",Public,1475.0,['High']
CERT- MIDDLE SCHOOL TEACHER- 8TH GRADE SCIENCE 2025-2026,Liberty Creek Middle School,470402010442,Sumner County,Science,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,200 Wolfpack Way,37066,"['6', '7', '8']",Public,510.0,['Middle']
Teacher - Grades 9-12 English/Lang Arts Teacher,Munford High School,470408001700,Tipton County,Language Arts,School,https://drive.google.com/file/d/1jeKPBi4rkWNm8pRAHtzvpOxs_wE27Lsf/view,Munford,1080 McLaughlin Dr,38058,"['10', '11', '12', '9']",Public,1195.0,['High']
TEACHER REG - CTE TEACHER,Tullahoma High School,470420001715,Tullahoma,Career and Technical Education,School,https://drive.google.com/file/d/1Cn9qpHD8fbb50TYoCVqp36ztLe0Bs2lD/view,Tullahoma,927 North Jackson St,37388,"['10', '11', '12', '9']",Public,1137.0,['High']
TEACHER REG - GRADE 9-12 MATH TEACHER,Tullahoma High School,470420001715,Tullahoma,Mathematics,School,https://drive.google.com/file/d/1Cn9qpHD8fbb50TYoCVqp36ztLe0Bs2lD/view,Tullahoma,927 North Jackson St,37388,"['10', '11', '12', '9']",Public,1137.0,['High']
General Teacher Application,,,Unicoi County,Other,District,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,,,,,,,
Speech and Language Pathologist,,,Unicoi County,Special Education (General),District,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,,,,,,,
Elementary School Teacher,,,Unicoi County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,,,,,,,
Elementary CDC Classroom Special Education Teacher,,,Unicoi County,Special Education (Comprehensive),District,https://drive.google.com/file/d/1Miy4PpbmiwOwLhMMc8Hms4rcV2eOBwlg/view,,,,,,,
K-5 Elementary Teacher,Jonesborough Elementary School,470438010492,Washington County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,710 N Cherokee ST,37659,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,,"['Elementary', 'Middle']"
6th Grade Math Teacher Jonesborough Elementary School,Jonesborough Elementary School,470438010492,Washington County,Mathematics,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,710 N Cherokee ST,37659,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,,"['Elementary', 'Middle']"
7th Grade Math and Science Teacher (One Math Class),Jonesborough Elementary School,470438010492,Washington County,Mathematics,School,https://drive.google.com/file/d/1RGzyaL3Rc2JuObVIsJIxUrna268dRDMB/view,Jonesborough,710 N Cherokee ST,37659,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,,"['Elementary', 'Middle']"
Future Elementary Teacher,,,Weakley County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1RyMp_qqGnnGUFG6hX_5Xu6u-767tmvcd/view,,,,,,,
Future Special Education Teacher,,,Weakley County,Special Education (General),District,https://drive.google.com/file/d/1RyMp_qqGnnGUFG6hX_5Xu6u-767tmvcd/view,,,,,,,
Extended Leaves (Certified),,,Weakley County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1RyMp_qqGnnGUFG6hX_5Xu6u-767tmvcd/view,,,,,,,
Future 6th-12th Grade Teacher,,,Weakley County,Other,District,https://drive.google.com/file/d/1RyMp_qqGnnGUFG6hX_5Xu6u-767tmvcd/view,,,,,,,
White County Schools Elementary Art Teacher (25/26 School Year),,,White County,Visual Arts,District,https://drive.google.com/file/d/1x7Uzhimaj7i8jscBdzJxgvXUv6MhKgpq/view,,,,,,,
White County Schools Elementary Teacher for 25-26 School Year,,,White County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1x7Uzhimaj7i8jscBdzJxgvXUv6MhKgpq/view,,,,,,,
White County Schools Elementary CDC Teacher 25-26 School Year,,,White County,Special Education (Comprehensive),District,https://drive.google.com/file/d/1x7Uzhimaj7i8jscBdzJxgvXUv6MhKgpq/view,,,,,,,
Woodland Park Elementary School Resource Teacher (25-26 school year),Woodland Park Elementary,470450001980,White County,Special Education (General),School,https://drive.google.com/file/d/1x7Uzhimaj7i8jscBdzJxgvXUv6MhKgpq/view,Sparta,88 Panther Dr,38583,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,497.0,['Elementary']
Elementary Teacher-Russellville Elementary,Russellville Elementary,470000100483,Hamblen County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Russellville,5655 Old Russellville Pike,37860,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,624.0,['Elementary']
*REPOST* Elementary Teacher-Russellville Elementary,Russellville Elementary,470000100483,Hamblen County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Russellville,5655 Old Russellville Pike,37860,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,624.0,['Elementary']
2025-26 Elementary Teacher-West Elementary,West Elementary,470000101937,Hamblen County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,235 W Converse,37814,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,432.0,['Elementary']
*REPOST* Elementary Teacher-West Elementary School,West Elementary,470000101937,Hamblen County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,235 W Converse,37814,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,432.0,['Elementary']
Special Education Teacher - BDC,Lake City Elementary,470009000014,Anderson County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,402 Lindsay St,37769,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,403.0,['Elementary']
Elementary ELA Teacher,Norwood Elementary,470009000020,Anderson County,Language Arts,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Oliver Springs,809 Tri- County Blvd,37840,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,223.0,['Elementary']
Elementary Teacher K-5,Clinch River Community School,470009002291,Anderson County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Clinton,160 Maverick Circle,37716,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,0.0,"['Elementary', 'Middle', 'High']"
21st Century,Clinch River Community School,470009002291,Anderson County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Clinton,160 Maverick Circle,37716,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,0.0,"['Elementary', 'Middle', 'High']"
Special Education Teacher - MIS,,,Millington Municipal Schools,Special Education (General),District,https://drive.google.com/file/d/1EBEE_Rf0mAD5I4oKUmvli7lw2-SOhdKM/view,,,,,,,
High School Mathematics Pool (25-26 SY),,,Millington Municipal Schools,Mathematics,District,https://drive.google.com/file/d/1EBEE_Rf0mAD5I4oKUmvli7lw2-SOhdKM/view,,,,,,,
Foreign Language Teacher -  SPANISH (25-26 SY),,,Millington Municipal Schools,Foreign Language: Spanish,District,https://drive.google.com/file/d/1EBEE_Rf0mAD5I4oKUmvli7lw2-SOhdKM/view,,,,,,,
Classroom Teacher - MPS,Millington Primary School,470015002078,Millington Municipal Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1EBEE_Rf0mAD5I4oKUmvli7lw2-SOhdKM/view,Millington,6445 William Osteen Dr,38053,"['1', '2', '3', 'KG', 'PK']",Public,858.0,['Elementary']
6-8 Spanish Teacher (2025-2026),Arlington Middle,470015201358,Arlington,Foreign Language: Spanish,School,https://drive.google.com/file/d/1QsRkdjW9kbd36JpUAw5eEhHh_i17FGlP/view,Arlington,5470 Lamb Rd,38002,"['6', '7', '8']",Public,992.0,['Middle']
Special Education (SPED) Teacher-Middle School (2025-2026 School Year),Arlington Middle,470015201358,Arlington,Special Education (Comprehensive),School,https://drive.google.com/file/d/1QsRkdjW9kbd36JpUAw5eEhHh_i17FGlP/view,Arlington,5470 Lamb Rd,38002,"['6', '7', '8']",Public,992.0,['Middle']
6-8 Art Teacher (2025-2026 School Year),Arlington Middle,470015201358,Arlington,Visual Arts,School,https://drive.google.com/file/d/1QsRkdjW9kbd36JpUAw5eEhHh_i17FGlP/view,Arlington,5470 Lamb Rd,38002,"['6', '7', '8']",Public,992.0,['Middle']
Environmental Science Teacher 2025-2026,,,Bartlett,Science,District,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,,,,,,,
Physical Education Teacher (plus coaching duties) 2025-2026,Bartlett High School,470015301570,Bartlett,Health & Physical Education,School,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,Bartlett,5688 Woodlawn Ave,38134,"['10', '11', '12', '9']",Public,2851.0,['High']
Teacher - History/Government- (2025/2026) (9th - 12th Grade) -Certified Employee Application (Teacher) - Community High School,Community High School,470018000039,Bedford County,Social Studies,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Unionville,100 Community Crossing,37180,"['10', '11', '12', '9']",Public,566.0,['High']
Teacher - ELA - (9th - 12th Grade) (2025-2026)  -Certified Employee Application (Teacher) - Community High School,Community High School,470018000039,Bedford County,Language Arts,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Unionville,100 Community Crossing,37180,"['10', '11', '12', '9']",Public,566.0,['High']
Special Education Teacher CDC 2025-2026 School Year,Lanier Elementary,470030000074,Blount County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1lh1oQsKqpoJ6M396QhRoIxU-EiE-Zb8A/view,Maryville,6006 Lanier Rd,37742,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,337.0,['Elementary']
Special Education Teachers at Multiple Schools,,,Campbell County,Special Education (General),District,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,,,,,,,
4th Grade Teacher at Jacksboro Elementary School,Jacksboro Elementary,470042000122,Campbell County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,Jacksboro,164 Jacksboro Elem School Rd,37757,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,650.0,['Elementary']
Special Education Resource Teacher at Jacksboro Elementary School,Jacksboro Elementary,470042000122,Campbell County,Special Education (General),School,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,Jacksboro,164 Jacksboro Elem School Rd,37757,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,650.0,['Elementary']
Board Certified Behavior Analyst (BCBA),,,Chester County,Special Education (Comprehensive),District,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,,,,,,,
Pre-K-12 Special Education Teacher - Hard to Staff,,,Chester County,Special Education (General),District,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,,,,,,,
K-5 Teacher,,,Chester County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,,,,,,,
9-12 Teacher - Hard to Staff Math,,,Chester County,Mathematics,District,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,,,,,,,
Future Grades 6-8 Certified Teacher,Crockett County Middle School,470085001920,Crockett County,Other,School,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,Alamo,497 North Cavalier Dr,38001,"['6', '7', '8']",Public,614.0,['Middle']
Middle School Teacher,Crockett County Middle School,470085001920,Crockett County,Other,School,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,Alamo,497 North Cavalier Dr,38001,"['6', '7', '8']",Public,614.0,['Middle']
Middle School Special Education Teacher,Crockett County Middle School,470085001920,Crockett County,Special Education (General),School,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,Alamo,497 North Cavalier Dr,38001,"['6', '7', '8']",Public,614.0,['Middle']
