school_x,nces_id,city,address,zip,district,grades,school_type,student_count,salary_link,school_type2
Tellico Plains Elementary,470300001200,Tellico Plains,,,,,,,,
Tellico Plains High School,470300001201,Tellico Plains,,,,,,,,
Tellico Plains Junior High School,470300001202,Tellico Plains,,,,,,,,
Vonore Elementary,470300001203,Vonore,,,,,,,,
Madisonville Intermediate School,470300001883,Madisonville,,,,,,,,
Vonore Middle School,470300002069,Vonore,,,,,,,,
Monroe County Virtual School,470300010432,Madisonville,,,,,,,,
Kenwood Elementary,470303000102,Clarksville,1101 Peachers Mill Rd,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,687.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Hazelwood Elementary,470303000410,Clarksville,2623 Tiny Town Rd,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,924.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Liberty Elementary,470303000484,Clarksville,849 S Liberty Church Rd,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,804.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Kenwood High,470303000850,Clarksville,251 E Pine Mountain Rd,37042,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,1291.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Sango Elementary,470303000851,Clarksville,3585 Sango Rd,37043,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG']",Public,895.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Rossview Middle,470303000951,Clarksville,2265 Cardinal Ln,37043,Clarksville-Montgomery,"['6', '7', '8']",Public,1022.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
Glenellen Elementary,470303001121,Clarksville,825 Needmore Rd,37040,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,1002.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Barksdale Elementary,470303001205,Clarksville,1920 Madison St,37043,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,496.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Burt Elementary,470303001206,Clarksville,110 Bailey St,37040,Clarksville-Montgomery,"['3', '4', '5']",Public,354.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Byrns Darden Elementary,470303001207,Clarksville,609 E St,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,536.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Montgomery Central Elementary,470303001208,Cunningham,4011 Highway 48,37052,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,476.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Montgomery Central High,470303001209,Cunningham,3955 Highway 48,37052,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,1056.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Clarksville High,470303001210,Clarksville,151 Richview Rd,37043,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,1561.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Cumberland Heights Elementary,470303001211,Clarksville,2093 Ussery Rd S,37040,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,592.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
East Montgomery Elementary,470303001212,Clarksville,230 McAdoo Creek Rd,37043,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,715.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Moore Magnet Elementary,470303001216,Clarksville,1350 Madison St,37040,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,490.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Norman Smith Elementary,470303001217,Clarksville,740 Greenwood Ave,37040,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,566.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
New Providence Middle,470303001218,Clarksville,146 Cunningham Ln,37042,Clarksville-Montgomery,"['6', '7', '8']",Public,1058.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
Northwest High,470303001219,Clarksville,800 Lafayette Rd,37042,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,1456.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Ringgold Elementary,470303001220,Clarksville,240 Ringgold Rd,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,801.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
St. Bethlehem Elementary,470303001221,Clarksville,2450 Old Russellville Pike,37040,Clarksville-Montgomery,"['1', '2', 'KG', 'PK']",Public,504.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Woodlawn Elementary,470303001222,Woodlawn,2250 Woodlawn Rd,37191,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,737.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Rossview High,470303001477,Clarksville,1237 Rossview Rd,37043,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,2030.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Northeast High,470303001855,Clarksville,3701 Trenton Rd,37040,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,1728.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Richview Middle,470303001856,Clarksville,2350 Memorial Dr,37043,Clarksville-Montgomery,"['6', '7', '8']",Public,1104.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
Minglewood Elementary,470303001984,Clarksville,215 Cunningham Ln,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,744.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Montgomery Central Middle,470303001985,Cunningham,3941 Highway 48,37052,Clarksville-Montgomery,"['6', '7', '8']",Public,806.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
Northeast Elementary,470303002010,Clarksville,3705 Trenton Rd,37040,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,868.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Northeast Middle,470303002011,Clarksville,3703 Trenton Rd,37040,Clarksville-Montgomery,"['6', '7', '8']",Public,1026.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
Barkers Mill Elementary,470303002108,Clarksville,1230 Little Bobcat Ln,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,975.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
West Creek Middle,470303002123,Clarksville,1200 W Creek Coyote Trail,37042,Clarksville-Montgomery,"['6', '7', '8']",Public,1172.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
West Creek Elementary,470303002152,Clarksville,1201 W Creek Coyote TRL,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,1053.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
West Creek High,470303002153,Clarksville,1210 W Creek Coyote Trail,37042,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,1755.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Rossview Elementary,470303002156,Clarksville,2235 Cardinal Ln,37043,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,1261.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Middle College @ Austin Peay State University,470303002158,Clarksville,601 College St,37044,Clarksville-Montgomery,"['11', '12']",Public,105.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Carmel Elementary,470303002310,Clarksville,4925 Sango Rd,37043,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,647.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Pisgah Elementary,470303002341,Clarksville,1770 Hazelwood Rd,37042,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,971.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Oakland Elementary,470303002444,Clarksville,1050 Cherry Blossom Ln,37040,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,1170.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
CMCSS Adult/Alternative High School,470303002667,Clarksville,430 Greenwood Ave,37040,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,97.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
CMCSS K-12 Virtual School,470303002668,Clarksville,1312 Highway 48,37040,Clarksville-Montgomery,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,888.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,"['Elementary', 'Middle', 'High']"
Spanish Immersion @ Barksdale,470303002669,Clarksville,1920 Madison St,37043,Clarksville-Montgomery,"['1', '2', '3', '4', '5', 'KG']",Public,218.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Elementary']
Kenwood Middle,470303010361,Clarksville,241 E Pine Mountain Rd,37042,Clarksville-Montgomery,"['6', '7', '8']",Public,1121.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
Kirkwood Middle,470303010433,Clarksville,2700 Rossview Rd,37043,Clarksville-Montgomery,"['6', '7', '8']",Public,1011.0,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['Middle']
Kirkwood High,470303010488,Clarksville,2702 Rossview RD,37043,Clarksville-Montgomery,"['10', '11', '12', '9']",Public,,https://drive.google.com/file/d/1wVeMcIYqTowlF-Vf5W5NDUcKKVxMY8WN/view,['High']
Lynchburg Elementary,470306001223,Lynchburg,276 Mechanic Street North,37352,Moore County,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,478.0,https://drive.google.com/file/d/1wKkA-lRyIl2kHRR-1HspdZmDYiFQx5sh/view,['Elementary']
Moore County High School,470306001224,Lynchburg,,,,,,,,
Central Elementary,470309001226,Wartburg,,,,,,,,
Central High School,470309001227,Wartburg,1119 Knoxville Hwy,37887,Morgan County,"['10', '11', '12', '9']",Public,376.0,https://drive.google.com/file/d/1PQiC7Y40tuM9ibPNdcq7i7lT54rYgPSJ/view,['High']
Coalfield School,470309001230,Coalfield,,,,,,,,
Morgan County Career and Technical Center,470309001233,Wartburg,,,,,,,,
Oakdale School,470309001235,Oakdale,,,,,,,,
Petros Joyner Elementary,470309001236,Oliver Springs,,,,,,,,
Sunbright School,470309001238,Sunbright,,,,,,,,
Central Middle School,470309001884,Wartburg,,,,,,,,
Erma Siegel Elementary,470315000966,Murfreesboro,135 W Thompson Ln,37129,Murfreesboro,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,847.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Discovery School,470315001248,Murfreesboro,1165 Middle Tennessee Blvd,37130,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,389.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Bradley Academy - An Arts Integrated School,470315001249,Murfreesboro,511 Doctor Martin Luther King Jr Blvd,37130,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG']",Public,340.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Hobgood Elementary,470315001250,Murfreesboro,307 Baird Ln,37130,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG']",Public,678.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Mitchell-Neilson Elementary,470315001251,Murfreesboro,711 Clark Blvd,37129,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,671.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
John Pittard Elementary,470315001253,Murfreesboro,745 DeJarnett Ln,37130,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,821.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Northfield Elementary,470315001975,Murfreesboro,550 W Northfield Blvd,37129,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,727.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Black Fox Elementary,470315002012,Murfreesboro,1753 South Rutherford Blvd,37130,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,813.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Scales Elementary School,470315002073,Murfreesboro,2340 St. Andrews Dr,37128,Murfreesboro,"['1', '2', '3', '4', '5', 'KG']",Public,1049.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Reeves-Rogers Elementary,470315002425,Murfreesboro,1807 Greenland Dr,37130,Murfreesboro,"['1', '2', '3', '4', '5', 'KG']",Public,346.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Overall Creek Elementary,470315002426,Murfreesboro,429 Otter TRL,37128,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG']",Public,964.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Salem Elementary School,470315002591,Murfreesboro,3275 St. Bernard Dr,37128,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,968.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
Cason Lane Academy,470315010374,Murfreesboro,1330 Cason Ln,37128,Murfreesboro,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,795.0,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,['Elementary']
W.A. Bass Alternative Learning Center,470318000299,Nashville,5200 Delaware Ave,37209,Metro Nashville Public Schools,"['10', '11', '12', '9']",Public,89.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['High']
Hull-Jackson Elementary,470318000461,Nashville,1015 Kellow St,37208,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,411.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Cora Howe School,470318000462,Nashville,1928 Greenwood Ave,37206,Metro Nashville Public Schools,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,71.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,"['Elementary', 'Middle', 'High']"
East Nashville Magnet High School,470318000592,Nashville,110 Gallatin Rd,37206,Metro Nashville Public Schools,"['10', '11', '12', '9']",Public,612.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['High']
Antioch Middle,470318001052,Antioch,5050 Blue Hole Rd,37013,Metro Nashville Public Schools,"['6', '7', '8']",Public,637.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Middle']
Mt. View Elementary,470318001062,Antioch,3820 Murfreesboro Rd,37013,Metro Nashville Public Schools,"['1', '2', '3', '4', 'KG', 'PK']",Public,718.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Donelson Middle,470318001243,Nashville,110 Stewarts Ferry Pike,37214,Metro Nashville Public Schools,"['6', '7', '8']",Public,439.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Middle']
Alex Green Elementary,470318001254,Whites Creek,3921 Lloyd Rd,37189,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,424.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Amqui Elementary,470318001255,Madison,319 Anderson Ln,37115,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,510.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Andrew Jackson Elementary,470318001256,Old Hickory,110 Shute Ln,37138,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,480.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Antioch High School,470318001257,Antioch,1900 Hobson Pike,37013,Metro Nashville Public Schools,"['10', '11', '12', '9']",Public,2083.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['High']
Apollo Middle,470318001258,Antioch,631 Richards Rd,37013,Metro Nashville Public Schools,"['5', '6', '7', '8']",Public,688.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Middle']
Moses McKissack Middle,470318001260,Nashville,915 38th Ave N,37209,Metro Nashville Public Schools,"['6', '7', '8']",Public,172.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Middle']
Bellevue Middle,470318001261,Nashville,655 Colice Jeanne Rd,37221,Metro Nashville Public Schools,"['6', '7', '8']",Public,509.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Middle']
Bellshire Elementary,470318001262,Nashville,1128 Bell Grimes Ln,37207,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,402.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Ida B. Wells Elementary,470318001269,Nashville,244 Foster St,37207,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,218.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Chadwell Elementary,470318001273,Madison,321 Port Dr,37115,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,401.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Charlotte Park Elementary,470318001274,Nashville,480 Annex Ave,37209,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,510.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Cockrill Elementary,470318001275,Nashville,4701 Indiana Ave,37209,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,275.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Cole Elementary,470318001277,Antioch,5060 Colemont Dr,37013,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,786.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Hattie Cotton Elementary,470318001279,Nashville,1033 West Greenwood Ave,37206,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,249.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Crieve Hall Elementary,470318001280,Nashville,498 Hogan Rd,37220,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG']",Public,459.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Cumberland Elementary,470318001281,Nashville,4247 Cato Rd,37218,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG']",Public,438.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Dan Mills Elementary,470318001283,Nashville,4106 Kennedy Ave,37216,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,607.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
Dodson Elementary,470318001284,Hermitage,4401 Chandler Rd,37076,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,423.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
DuPont Elementary,470318001287,Old Hickory,1311 9th St,37138,Metro Nashville Public Schools,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,370.0,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,['Elementary']
